ds,y,yhat,residual,Z_Residual
2025-12-04,6099.4800000000005,5061.210628458785,1038.2693715412152,0.6217614572786837
2025-12-05,5824.009999999999,4917.855567791749,906.15443220825,0.5426818986549582
2025-12-06,4000.15,4694.837339766189,-694.6873397661889,-0.41552813719201603
2025-12-07,918.37,2556.2842543452966,-1637.9142543452967,-0.9801120401444868
2025-12-08,902.1700000000001,2062.4388475403216,-1160.2688475403215,-0.6942095665900637
2025-12-09,5047.65,4325.429132689839,722.2208673101604,0.4325854538345051
2025-12-10,5788.71,4789.43320435264,999.2767956473599,0.5984218129745911
2025-12-11,5801.670000000001,4883.991084232004,917.6789157679968,0.5495800668551063
2025-12-12,5349.530000000001,4740.528364089193,609.0016359108076,0.36481623036906885
2025-12-13,5047.74,4521.43612810549,526.3038718945099,0.31531613060294
2025-12-14,855.38,2391.7303907490063,-1536.3503907490062,-0.9193193277845844
2025-12-15,878.2600000000001,1912.516839019428,-1034.2568390194278,-0.6187830170610433
2025-12-16,6261.129999999999,4196.729860415229,2064.40013958477,1.2359688182085418
2025-12-17,6228.6,4689.264559724925,1539.3354402750756,0.921682751243295
